design,block_num,trial_dir,word_idx,word_text,item_type,result,timestamp
three_3_syllable_words,7,trial_23,3,相对论,word,y,2026-03-16 00:06:25
three_3_syllable_words,7,trial_23,cue,相,cue,n,2026-03-16 00:06:28
three_3_syllable_words,7,trial_24,1,创造力,word,y,2026-03-16 00:06:33
three_3_syllable_words,7,trial_24,2,神经元,word,y,2026-03-16 00:06:40
three_3_syllable_words,7,trial_24,3,工艺品,word,y,2026-03-16 00:06:50
three_3_syllable_words,7,trial_24,cue,艺,cue,y,2026-03-16 00:06:54
three_3_syllable_words,7,trial_25,1,手榴弹,word,n,2026-03-16 00:07:01
three_3_syllable_words,7,trial_25,2,马铃薯,word,y,2026-03-16 00:07:05
three_3_syllable_words,7,trial_25,3,内分泌,word,y,2026-03-16 00:07:13
three_3_syllable_words,7,trial_25,cue,榴,cue,y,2026-03-16 00:07:21
three_3_syllable_words,7,trial_26,1,单细胞,word,y,2026-03-16 00:07:26
three_3_syllable_words,7,trial_26,2,病原体,word,y,2026-03-16 00:07:33
three_3_syllable_words,7,trial_26,3,荧光屏,word,n,2026-03-16 00:07:40
three_3_syllable_words,7,trial_26,cue,光,cue,y,2026-03-16 00:07:44
three_3_syllable_words,7,trial_27,1,暴风雨,word,y,2026-03-16 00:07:49
three_3_syllable_words,7,trial_27,2,氨基酸,word,y,2026-03-16 00:07:56
three_3_syllable_words,7,trial_27,3,党中央,word,y,2026-03-16 00:08:03
three_3_syllable_words,7,trial_27,cue,党,cue,y,2026-03-16 00:08:06
three_3_syllable_words,7,trial_28,1,障碍物,word,y,2026-03-16 00:08:14
three_3_syllable_words,7,trial_28,2,研究生,word,y,2026-03-16 00:08:19
three_3_syllable_words,7,trial_28,3,直辖市,word,y,2026-03-16 00:08:27
three_3_syllable_words,7,trial_28,cue,直,cue,y,2026-03-16 00:08:31
three_3_syllable_words,7,trial_29,1,幼儿园,word,y,2026-03-16 00:08:38
three_3_syllable_words,7,trial_29,2,氨基酸,word,y,2026-03-16 00:08:44
three_3_syllable_words,7,trial_29,3,男籽汉,word,y,2026-03-16 00:08:54
three_3_syllable_words,7,trial_29,cue,酸,cue,y,2026-03-16 00:08:59
three_3_syllable_words,7,trial_30,1,国务院,word,y,2026-03-16 00:09:07
three_3_syllable_words,7,trial_30,2,猫头鹰,word,y,2026-03-16 00:09:15
three_3_syllable_words,7,trial_30,3,催化剂,word,y,2026-03-16 00:09:26
three_3_syllable_words,7,trial_30,cue,催,cue,y,2026-03-16 00:09:32
three_3_syllable_words,7,trial_31,1,穿山甲,word,y,2026-03-16 00:09:41
three_3_syllable_words,7,trial_31,2,责任感,word,y,2026-03-16 00:09:46
three_3_syllable_words,7,trial_31,3,方程式,word,y,2026-03-16 00:09:54
three_3_syllable_words,7,trial_31,cue,方,cue,y,2026-03-16 00:09:57
three_3_syllable_words,7,trial_32,1,乒乓球,word,y,2026-03-16 00:10:03
three_3_syllable_words,7,trial_32,2,蒸馏水,word,y,2026-03-16 00:10:09
three_3_syllable_words,7,trial_32,3,检察官,word,y,2026-03-16 00:10:16
three_3_syllable_words,7,trial_32,cue,察,cue,y,2026-03-16 00:10:21
three_3_syllable_words,7,trial_33,1,银河系,word,y,2026-03-16 00:10:26
three_3_syllable_words,7,trial_33,2,冷空气,word,y,2026-03-16 00:10:31
three_3_syllable_words,7,trial_33,3,男籽汉,word,y,2026-03-16 00:10:36
three_3_syllable_words,7,trial_33,cue,男,cue,y,2026-03-16 00:10:39
three_3_syllable_words,7,trial_34,1,销售额,word,y,2026-03-16 00:10:44
three_3_syllable_words,7,trial_34,2,马铃薯,word,y,2026-03-16 00:10:50
three_3_syllable_words,7,trial_34,3,重要性,word,y,2026-03-16 00:11:03
three_3_syllable_words,7,trial_34,cue,售,cue,y,2026-03-16 00:11:07
three_3_syllable_words,7,trial_35,1,方程式,word,y,2026-03-16 00:11:17
three_3_syllable_words,7,trial_35,2,反动派,word,y,2026-03-16 00:11:23
three_3_syllable_words,7,trial_35,3,超声波,word,y,2026-03-16 00:11:36
three_3_syllable_words,7,trial_35,cue,反,cue,y,2026-03-16 00:11:41
three_3_syllable_words,7,trial_36,1,笔记本,word,y,2026-03-16 00:11:48
three_3_syllable_words,7,trial_36,2,公安局,word,y,2026-03-16 00:11:54
three_3_syllable_words,7,trial_36,3,幼儿园,word,y,2026-03-16 00:12:06
three_3_syllable_words,7,trial_36,cue,儿,cue,y,2026-03-16 00:12:09
three_3_syllable_words,7,trial_37,1,马铃薯,word,y,2026-03-16 00:12:15
three_3_syllable_words,7,trial_37,2,畜牧业,word,y,2026-03-16 00:12:21
three_3_syllable_words,7,trial_37,3,耗奇心,word,y,2026-03-16 00:12:28
three_3_syllable_words,7,trial_37,cue,薯,cue,y,2026-03-16 00:12:32
three_3_syllable_words,7,trial_38,1,暴风雨,word,y,2026-03-16 00:12:38
three_3_syllable_words,7,trial_38,2,奴隶制,word,n,2026-03-16 00:12:43
three_3_syllable_words,7,trial_38,3,畜牧业,word,n,2026-03-16 00:12:48
three_3_syllable_words,7,trial_38,cue,制,cue,y,2026-03-16 00:12:52
three_3_syllable_words,7,trial_39,1,蒸馏水,word,y,2026-03-16 00:12:58
three_3_syllable_words,7,trial_39,2,病原体,word,y,2026-03-16 00:13:05
three_3_syllable_words,7,trial_39,3,相对论,word,y,2026-03-16 00:13:13
three_3_syllable_words,7,trial_39,cue,相,cue,y,2026-03-16 00:13:16
three_3_syllable_words,7,trial_40,1,变压器,word,y,2026-03-16 00:13:22
three_3_syllable_words,7,trial_40,2,写字台,word,y,2026-03-16 00:13:31
three_3_syllable_words,7,trial_40,3,障碍物,word,y,2026-03-16 00:13:39
three_3_syllable_words,7,trial_40,cue,写,cue,y,2026-03-16 00:13:42
three_3_syllable_words,7,trial_41,1,反动派,word,y,2026-03-16 00:13:51
three_3_syllable_words,7,trial_41,2,工艺品,word,y,2026-03-16 00:13:58
three_3_syllable_words,7,trial_41,3,魔术师,word,y,2026-03-16 00:14:09
three_3_syllable_words,7,trial_41,cue,动,cue,y,2026-03-16 00:14:12
three_3_syllable_words,8,trial_1,1,销售额,word,y,2026-03-16 00:14:16
three_3_syllable_words,8,trial_1,2,铁矿石,word,y,2026-03-16 00:14:22
three_3_syllable_words,8,trial_1,3,葡萄糖,word,y,2026-03-16 00:14:27
three_3_syllable_words,8,trial_1,cue,萄,cue,y,2026-03-16 00:14:30
three_3_syllable_words,8,trial_2,1,灵敏度,word,n,2026-03-16 00:14:35
three_3_syllable_words,8,trial_2,2,金黄色,word,y,2026-03-16 00:14:40
three_3_syllable_words,8,trial_2,3,交响悦,word,y,2026-03-16 00:14:48
three_3_syllable_words,8,trial_2,cue,响,cue,y,2026-03-16 00:14:54
three_3_syllable_words,8,trial_3,1,参谋掌,word,y,2026-03-16 00:15:04
three_3_syllable_words,8,trial_3,2,价值观,word,y,2026-03-16 00:15:13
three_3_syllable_words,8,trial_3,3,内分泌,word,y,2026-03-16 00:15:21
three_3_syllable_words,8,trial_3,cue,分,cue,y,2026-03-16 00:15:25
three_3_syllable_words,8,trial_4,1,幼儿园,word,y,2026-03-16 00:15:35
three_3_syllable_words,8,trial_4,2,催化剂,word,y,2026-03-16 00:15:41
three_3_syllable_words,8,trial_4,3,紫外线,word,y,2026-03-16 00:15:47
three_3_syllable_words,8,trial_4,cue,外,cue,y,2026-03-16 00:15:51
three_3_syllable_words,8,trial_5,1,招待所,word,y,2026-03-16 00:15:56
three_3_syllable_words,8,trial_5,2,畜牧业,word,y,2026-03-16 00:16:06
three_3_syllable_words,8,trial_5,3,呼吸道,word,y,2026-03-16 00:16:16
three_3_syllable_words,8,trial_5,cue,所,cue,y,2026-03-16 00:16:22
three_3_syllable_words,8,trial_6,1,耗奇心,word,y,2026-03-16 00:16:28
three_3_syllable_words,8,trial_6,2,锦标赛,word,y,2026-03-16 00:16:35
three_3_syllable_words,8,trial_6,3,海平面,word,y,2026-03-16 00:16:41
three_3_syllable_words,8,trial_6,cue,锦,cue,y,2026-03-16 00:16:44
three_3_syllable_words,8,trial_7,1,创造力,word,y,2026-03-16 00:16:51
three_3_syllable_words,8,trial_7,2,穿山甲,word,y,2026-03-16 00:17:04
three_3_syllable_words,8,trial_7,3,多边形,word,y,2026-03-16 00:17:11
three_3_syllable_words,8,trial_7,cue,边,cue,y,2026-03-16 00:17:17
three_3_syllable_words,8,trial_8,1,婚姻法,word,y,2026-03-16 00:17:26
three_3_syllable_words,8,trial_8,2,多边形,word,y,2026-03-16 00:17:31
three_3_syllable_words,8,trial_8,3,消费者,word,y,2026-03-16 00:17:38
three_3_syllable_words,8,trial_8,cue,费,cue,y,2026-03-16 00:17:43
three_3_syllable_words,8,trial_9,1,科学家,word,y,2026-03-16 00:17:50
three_3_syllable_words,8,trial_9,2,锦标赛,word,y,2026-03-16 00:17:57
three_3_syllable_words,8,trial_9,3,变压器,word,y,2026-03-16 00:18:03
three_3_syllable_words,8,trial_9,cue,学,cue,y,2026-03-16 00:18:08
three_3_syllable_words,8,trial_10,1,参谋掌,word,y,2026-03-16 00:18:15
three_3_syllable_words,8,trial_10,2,暴风雨,word,y,2026-03-16 00:18:21
three_3_syllable_words,8,trial_10,3,会议室,word,y,2026-03-16 00:18:30
three_3_syllable_words,8,trial_10,cue,谋,cue,y,2026-03-16 00:18:35
three_3_syllable_words,8,trial_11,1,超声波,word,y,2026-03-16 00:18:43
three_3_syllable_words,8,trial_11,2,反动派,word,y,2026-03-16 00:18:51
three_3_syllable_words,8,trial_11,3,蒸馏水,word,y,2026-03-16 00:18:58
three_3_syllable_words,8,trial_11,cue,派,cue,y,2026-03-16 00:19:02
three_3_syllable_words,8,trial_12,1,工艺品,word,y,2026-03-16 00:19:09
three_3_syllable_words,8,trial_12,2,方程式,word,y,2026-03-16 00:19:16
three_3_syllable_words,8,trial_12,3,太阳能,word,y,2026-03-16 00:19:22
three_3_syllable_words,8,trial_12,cue,品,cue,y,2026-03-16 00:19:25
three_3_syllable_words,8,trial_13,1,男籽汉,word,y,2026-03-16 00:19:30
three_3_syllable_words,8,trial_13,2,西红柿,word,y,2026-03-16 00:19:37
three_3_syllable_words,8,trial_13,3,销售额,word,y,2026-03-16 00:19:43
three_3_syllable_words,8,trial_13,cue,销,cue,y,2026-03-16 00:19:46
three_3_syllable_words,8,trial_14,1,多边形,word,y,2026-03-16 00:19:52
three_3_syllable_words,8,trial_14,2,录音机,word,y,2026-03-16 00:20:00
three_3_syllable_words,8,trial_14,3,西红柿,word,y,2026-03-16 00:20:06
three_3_syllable_words,8,trial_14,cue,机,cue,y,2026-03-16 00:20:10
three_3_syllable_words,8,trial_15,1,重要性,word,y,2026-03-16 00:20:16
three_3_syllable_words,8,trial_15,2,宇航员,word,y,2026-03-16 00:20:22
three_3_syllable_words,8,trial_15,3,电冰箱,word,y,2026-03-16 00:20:28
three_3_syllable_words,8,trial_15,cue,性,cue,y,2026-03-16 00:20:31
three_3_syllable_words,8,trial_16,1,进行曲,word,y,2026-03-16 00:20:38
three_3_syllable_words,8,trial_16,2,猫头鹰,word,y,2026-03-16 00:20:44
three_3_syllable_words,8,trial_16,3,手榴弹,word,n,2026-03-16 00:20:54
three_3_syllable_words,8,trial_16,cue,猫,cue,y,2026-03-16 00:20:58
three_3_syllable_words,8,trial_17,1,传叫士,word,y,2026-03-16 00:21:03
three_3_syllable_words,8,trial_17,2,灵敏度,word,n,2026-03-16 00:21:09
three_3_syllable_words,8,trial_17,3,出版社,word,y,2026-03-16 00:21:15
three_3_syllable_words,8,trial_17,cue,叫,cue,y,2026-03-16 00:21:19
three_3_syllable_words,8,trial_18,1,魔术师,word,y,2026-03-16 00:21:24
three_3_syllable_words,8,trial_18,2,检察官,word,y,2026-03-16 00:21:29
three_3_syllable_words,8,trial_18,3,超声波,word,y,2026-03-16 00:21:34
three_3_syllable_words,8,trial_18,cue,术,cue,y,2026-03-16 00:21:38
three_3_syllable_words,8,trial_19,1,冷空气,word,y,2026-03-16 00:21:44
three_3_syllable_words,8,trial_19,2,银河系,word,y,2026-03-16 00:21:49
three_3_syllable_words,8,trial_19,3,笔记本,word,y,2026-03-16 00:21:56
three_3_syllable_words,8,trial_19,cue,笔,cue,y,2026-03-16 00:21:58
three_3_syllable_words,8,trial_20,1,检察官,word,y,2026-03-16 00:22:03
three_3_syllable_words,8,trial_20,2,工艺品,word,y,2026-03-16 00:22:09
three_3_syllable_words,8,trial_20,3,氨基酸,word,y,2026-03-16 00:22:21
three_3_syllable_words,8,trial_20,cue,工,cue,y,2026-03-16 00:22:24
three_3_syllable_words,8,trial_21,1,奴隶制,word,n,2026-03-16 00:22:29
three_3_syllable_words,8,trial_21,2,介绍信,word,y,2026-03-16 00:22:34
three_3_syllable_words,8,trial_21,3,幼儿园,word,y,2026-03-16 00:22:43
three_3_syllable_words,8,trial_21,cue,介,cue,y,2026-03-16 00:22:46
three_3_syllable_words,8,trial_22,1,手榴弹,word,n,2026-03-16 00:22:52
three_3_syllable_words,8,trial_22,2,障碍物,word,y,2026-03-16 00:22:57
three_3_syllable_words,8,trial_22,3,灵敏度,word,n,2026-03-16 00:23:02
three_3_syllable_words,8,trial_22,cue,敏,cue,y,2026-03-16 00:23:04
three_3_syllable_words,8,trial_23,1,介绍信,word,y,2026-03-16 00:23:09
three_3_syllable_words,8,trial_23,2,俱乐部,word,y,2026-03-16 00:23:15
three_3_syllable_words,8,trial_23,3,交响悦,word,y,2026-03-16 00:23:20
three_3_syllable_words,8,trial_23,cue,绍,cue,y,2026-03-16 00:23:23
three_3_syllable_words,8,trial_24,1,多边形,word,y,2026-03-16 00:23:28
three_3_syllable_words,8,trial_24,2,神经元,word,y,2026-03-16 00:23:33
three_3_syllable_words,8,trial_24,3,马铃薯,word,y,2026-03-16 00:23:38
three_3_syllable_words,8,trial_24,cue,元,cue,y,2026-03-16 00:23:39
three_3_syllable_words,8,trial_25,1,进行曲,word,y,2026-03-16 00:23:44
three_3_syllable_words,8,trial_25,2,写字台,word,y,2026-03-16 00:23:49
three_3_syllable_words,8,trial_25,3,超声波,word,y,2026-03-16 00:23:53
three_3_syllable_words,8,trial_25,cue,曲,cue,y,2026-03-16 00:23:55
three_3_syllable_words,8,trial_26,1,多边形,word,y,2026-03-16 00:23:59
three_3_syllable_words,8,trial_26,2,魔术师,word,y,2026-03-16 00:24:04
three_3_syllable_words,8,trial_26,3,婚姻法,word,y,2026-03-16 00:24:09
three_3_syllable_words,8,trial_26,cue,魔,cue,y,2026-03-16 00:24:13
three_3_syllable_words,8,trial_27,1,宇航员,word,y,2026-03-16 00:24:18
three_3_syllable_words,8,trial_27,2,锦标赛,word,y,2026-03-16 00:24:23
three_3_syllable_words,8,trial_27,3,参谋掌,word,y,2026-03-16 00:24:28
three_3_syllable_words,8,trial_27,cue,锦,cue,y,2026-03-16 00:24:30
three_3_syllable_words,8,trial_28,1,价值观,word,y,2026-03-16 00:24:35
three_3_syllable_words,8,trial_28,2,宇航员,word,y,2026-03-16 00:24:40
three_3_syllable_words,8,trial_28,3,乒乓球,word,y,2026-03-16 00:24:45
three_3_syllable_words,8,trial_28,cue,乒,cue,y,2026-03-16 00:24:48
three_3_syllable_words,8,trial_29,1,电冰箱,word,y,2026-03-16 00:24:58
three_3_syllable_words,8,trial_29,2,蒸馏水,word,y,2026-03-16 00:25:22
three_3_syllable_words,8,trial_29,3,催化剂,word,y,2026-03-16 00:25:29
three_3_syllable_words,8,trial_29,cue,箱,cue,y,2026-03-16 00:25:38
three_3_syllable_words,8,trial_30,1,代表团,word,y,2026-03-16 00:25:45
three_3_syllable_words,8,trial_30,2,神经元,word,y,2026-03-16 00:25:56
three_3_syllable_words,8,trial_30,3,笔记本,word,y,2026-03-16 00:26:02
three_3_syllable_words,8,trial_30,cue,团,cue,y,2026-03-16 00:26:09
three_3_syllable_words,8,trial_31,1,方程式,word,y,2026-03-16 00:26:15
three_3_syllable_words,8,trial_31,2,俱乐部,word,y,2026-03-16 00:26:20
three_3_syllable_words,8,trial_31,3,研究生,word,y,2026-03-16 00:26:25
three_3_syllable_words,8,trial_31,cue,部,cue,y,2026-03-16 00:26:27
three_3_syllable_words,8,trial_32,1,耗奇心,word,y,2026-03-16 00:26:33
three_3_syllable_words,8,trial_32,2,参谋掌,word,y,2026-03-16 00:26:38
three_3_syllable_words,8,trial_32,3,奴隶制,word,y,2026-03-16 00:26:45
three_3_syllable_words,8,trial_32,cue,隶,cue,y,2026-03-16 00:26:48
three_3_syllable_words,8,trial_33,1,多边形,word,y,2026-03-16 00:26:56
three_3_syllable_words,8,trial_33,2,魔术师,word,y,2026-03-16 00:27:10
three_3_syllable_words,8,trial_33,3,呼吸道,word,y,2026-03-16 00:27:15
three_3_syllable_words,8,trial_33,cue,形,cue,y,2026-03-16 00:27:21
three_3_syllable_words,8,trial_34,1,图书馆,word,y,2026-03-16 00:27:41
three_3_syllable_words,8,trial_34,2,录音机,word,y,2026-03-16 00:27:54
three_3_syllable_words,8,trial_34,3,灵敏度,word,y,2026-03-16 00:28:02
three_3_syllable_words,8,trial_34,cue,机,cue,y,2026-03-16 00:28:10
three_3_syllable_words,8,trial_35,1,望远镜,word,y,2026-03-16 00:28:16
three_3_syllable_words,8,trial_35,2,婚姻法,word,y,2026-03-16 00:28:21
three_3_syllable_words,8,trial_35,3,消费者,word,y,2026-03-16 00:28:32
three_3_syllable_words,8,trial_35,cue,远,cue,y,2026-03-16 00:28:37
three_3_syllable_words,8,trial_36,1,催化剂,word,y,2026-03-16 00:28:43
three_3_syllable_words,8,trial_36,2,视网膜,word,y,2026-03-16 00:28:54
three_3_syllable_words,8,trial_36,3,消费者,word,y,2026-03-16 00:29:03
three_3_syllable_words,8,trial_36,cue,消,cue,y,2026-03-16 00:29:10
three_3_syllable_words,8,trial_37,1,党中央,word,y,2026-03-16 00:29:14
three_3_syllable_words,8,trial_37,2,催化剂,word,y,2026-03-16 00:29:22
three_3_syllable_words,8,trial_37,3,志愿军,word,y,2026-03-16 00:29:28
three_3_syllable_words,8,trial_37,cue,剂,cue,y,2026-03-16 00:29:33
three_3_syllable_words,8,trial_38,1,多边形,word,y,2026-03-16 00:29:39
three_3_syllable_words,8,trial_38,2,代表团,word,y,2026-03-16 00:29:46
three_3_syllable_words,8,trial_38,3,反动派,word,y,2026-03-16 00:29:51
three_3_syllable_words,8,trial_38,cue,团,cue,y,2026-03-16 00:29:54
three_3_syllable_words,8,trial_39,1,银河系,word,y,2026-03-16 00:30:04
three_3_syllable_words,8,trial_39,2,青哨年,word,y,2026-03-16 00:30:40
three_3_syllable_words,8,trial_39,3,变压器,word,y,2026-03-16 00:30:45
three_3_syllable_words,8,trial_39,cue,变,cue,y,2026-03-16 00:30:48
three_3_syllable_words,8,trial_40,1,重要性,word,y,2026-03-16 00:30:53
three_3_syllable_words,8,trial_40,2,紫外线,word,y,2026-03-16 00:31:02
three_3_syllable_words,8,trial_40,3,电冰箱,word,y,2026-03-16 00:31:09
three_3_syllable_words,8,trial_40,cue,性,cue,y,2026-03-16 00:31:17
three_3_syllable_words,8,trial_41,1,手榴弹,word,n,2026-03-16 00:31:22
three_3_syllable_words,8,trial_41,2,出版社,word,y,2026-03-16 00:31:29
three_3_syllable_words,8,trial_41,3,暴风雨,word,y,2026-03-16 00:31:35
three_3_syllable_words,8,trial_41,cue,风,cue,y,2026-03-16 00:31:37
three_3_syllable_words,9,trial_1,1,志愿军,word,y,2026-03-16 00:31:43
three_3_syllable_words,9,trial_1,2,高利贷,word,y,2026-03-16 00:31:49
three_3_syllable_words,9,trial_1,3,普通话,word,y,2026-03-16 00:32:05
three_3_syllable_words,9,trial_1,cue,军,cue,y,2026-03-16 00:33:21
three_3_syllable_words,9,trial_2,1,相对论,word,y,2026-03-16 00:33:28
three_3_syllable_words,9,trial_2,2,反动派,word,y,2026-03-16 00:33:34
three_3_syllable_words,9,trial_2,3,主人翁,word,y,2026-03-16 00:33:40
three_3_syllable_words,9,trial_2,cue,对,cue,y,2026-03-16 00:33:44
three_3_syllable_words,9,trial_3,1,价值观,word,y,2026-03-16 00:33:54
three_3_syllable_words,9,trial_3,2,传叫士,word,y,2026-03-16 00:34:47
three_3_syllable_words,9,trial_3,3,超声波,word,y,2026-03-16 00:35:06
three_3_syllable_words,9,trial_3,cue,传,cue,y,2026-03-16 00:35:12
three_3_syllable_words,9,trial_4,1,超声波,word,y,2026-03-16 00:35:51
three_3_syllable_words,9,trial_4,2,招待所,word,y,2026-03-16 00:35:56
three_3_syllable_words,9,trial_4,3,变压器,word,y,2026-03-16 00:36:01
three_3_syllable_words,9,trial_4,cue,声,cue,y,2026-03-16 00:36:08
three_3_syllable_words,9,trial_5,1,国务院,word,y,2026-03-16 00:36:18
three_3_syllable_words,9,trial_5,2,多边形,word,y,2026-03-16 00:36:25
three_3_syllable_words,9,trial_5,3,天花板,word,y,2026-03-16 00:36:37
three_3_syllable_words,9,trial_5,cue,多,cue,y,2026-03-16 00:36:46
three_3_syllable_words,9,trial_6,1,单细胞,word,y,2026-03-16 00:36:53
three_3_syllable_words,9,trial_6,2,责任感,word,y,2026-03-16 00:36:58
three_3_syllable_words,9,trial_6,3,畜牧业,word,n,2026-03-16 00:37:04
three_3_syllable_words,9,trial_6,cue,细,cue,y,2026-03-16 00:37:09
three_3_syllable_words,9,trial_7,1,马铃薯,word,y,2026-03-16 00:37:15
three_3_syllable_words,9,trial_7,2,参谋掌,word,y,2026-03-16 00:37:21
three_3_syllable_words,9,trial_7,3,奴隶制,word,n,2026-03-16 00:37:27
three_3_syllable_words,9,trial_7,cue,掌,cue,y,2026-03-16 00:37:30
three_3_syllable_words,9,trial_8,1,笔记本,word,y,2026-03-16 00:37:37
three_3_syllable_words,9,trial_8,2,重要性,word,y,2026-03-16 00:37:47
three_3_syllable_words,9,trial_8,3,视网膜,word,y,2026-03-16 00:37:52
three_3_syllable_words,9,trial_8,cue,记,cue,y,2026-03-16 00:37:58
three_3_syllable_words,9,trial_9,1,银河系,word,y,2026-03-16 00:38:04
three_3_syllable_words,9,trial_9,2,葡萄糖,word,y,2026-03-16 00:38:11
three_3_syllable_words,9,trial_9,3,紫外线,word,y,2026-03-16 00:38:17
three_3_syllable_words,9,trial_9,cue,紫,cue,n,2026-03-16 00:38:19
three_3_syllable_words,9,trial_10,1,公安局,word,y,2026-03-16 00:38:31
three_3_syllable_words,9,trial_10,2,葡萄糖,word,y,2026-03-16 00:38:43
three_3_syllable_words,9,trial_10,3,销售额,word,y,2026-03-16 00:38:50
three_3_syllable_words,9,trial_10,cue,葡,cue,y,2026-03-16 00:38:57
three_3_syllable_words,9,trial_11,1,氨基酸,word,y,2026-03-16 00:39:04
three_3_syllable_words,9,trial_11,2,视网膜,word,y,2026-03-16 00:39:15
three_3_syllable_words,9,trial_11,3,超声波,word,y,2026-03-16 00:39:20
three_3_syllable_words,9,trial_11,cue,酸,cue,y,2026-03-16 00:39:31
three_3_syllable_words,9,trial_12,1,检察官,word,y,2026-03-16 00:39:45
three_3_syllable_words,9,trial_12,2,幼儿园,word,y,2026-03-16 00:39:54
three_3_syllable_words,9,trial_12,3,天花板,word,y,2026-03-16 00:40:00
three_3_syllable_words,9,trial_12,cue,察,cue,y,2026-03-16 00:40:06
three_3_syllable_words,9,trial_13,1,蒸馏水,word,y,2026-03-16 00:40:22
three_3_syllable_words,9,trial_13,2,责任感,word,y,2026-03-16 00:40:31
three_3_syllable_words,9,trial_13,3,金黄色,word,y,2026-03-16 00:40:37
three_3_syllable_words,9,trial_13,cue,馏,cue,y,2026-03-16 00:40:41
three_3_syllable_words,9,trial_14,1,氨基酸,word,y,2026-03-16 00:40:46
three_3_syllable_words,9,trial_14,2,科学家,word,y,2026-03-16 00:40:52
three_3_syllable_words,9,trial_14,3,研究生,word,y,2026-03-16 00:41:01
three_3_syllable_words,9,trial_14,cue,研,cue,y,2026-03-16 00:41:21
three_3_syllable_words,9,trial_15,1,出版社,word,y,2026-03-16 00:41:31
three_3_syllable_words,9,trial_15,2,宇航员,word,y,2026-03-16 00:41:39
three_3_syllable_words,9,trial_15,3,介绍信,word,y,2026-03-16 00:41:47
three_3_syllable_words,9,trial_15,cue,介,cue,y,2026-03-16 00:41:53
three_3_syllable_words,9,trial_16,1,畜牧业,word,y,2026-03-16 00:41:58
three_3_syllable_words,9,trial_16,2,葡萄糖,word,n,2026-03-16 00:42:04
three_3_syllable_words,9,trial_16,3,淋巴结,word,y,2026-03-16 00:42:09
three_3_syllable_words,9,trial_16,cue,牧,cue,y,2026-03-16 00:42:16
three_3_syllable_words,9,trial_17,1,天花板,word,y,2026-03-16 00:42:25
three_3_syllable_words,9,trial_17,2,研究生,word,y,2026-03-16 00:42:30
three_3_syllable_words,9,trial_17,3,方程式,word,y,2026-03-16 00:43:16
three_3_syllable_words,9,trial_17,cue,研,cue,y,2026-03-16 00:43:21
three_3_syllable_words,9,trial_18,1,葡萄糖,word,n,2026-03-16 00:43:26
three_3_syllable_words,9,trial_18,2,变压器,word,y,2026-03-16 00:43:32
three_3_syllable_words,9,trial_18,3,望远镜,word,y,2026-03-16 00:43:37
three_3_syllable_words,9,trial_18,cue,器,cue,y,2026-03-16 00:43:43
three_3_syllable_words,9,trial_19,1,工艺品,word,y,2026-03-16 00:43:51
three_3_syllable_words,9,trial_19,2,西红柿,word,y,2026-03-16 00:44:05
three_3_syllable_words,9,trial_19,3,高利贷,word,y,2026-03-16 00:44:21
three_3_syllable_words,9,trial_19,cue,品,cue,y,2026-03-16 00:44:25
three_3_syllable_words,9,trial_20,1,普通话,word,y,2026-03-16 00:44:29
three_3_syllable_words,9,trial_20,2,自然界,word,y,2026-03-16 00:44:34
three_3_syllable_words,9,trial_20,3,海平面,word,y,2026-03-16 00:44:39
three_3_syllable_words,9,trial_20,cue,平,cue,y,2026-03-16 00:44:44
three_3_syllable_words,9,trial_21,1,望远镜,word,y,2026-03-16 00:45:00
three_3_syllable_words,9,trial_21,2,内分泌,word,y,2026-03-16 00:45:05
three_3_syllable_words,9,trial_21,3,公安局,word,y,2026-03-16 00:45:09
three_3_syllable_words,9,trial_21,cue,内,cue,y,2026-03-16 00:45:20
three_3_syllable_words,9,trial_22,1,耗奇心,word,y,2026-03-16 00:45:26
three_3_syllable_words,9,trial_22,2,同位素,word,y,2026-03-16 00:45:31
three_3_syllable_words,9,trial_22,3,荧光屏,word,n,2026-03-16 00:45:36
three_3_syllable_words,9,trial_22,cue,荧,cue,n,2026-03-16 00:45:39
three_3_syllable_words,9,trial_23,1,男籽汉,word,y,2026-03-16 00:45:45
three_3_syllable_words,9,trial_23,2,病原体,word,y,2026-03-16 00:45:50
three_3_syllable_words,9,trial_23,3,奴隶制,word,y,2026-03-16 00:46:38
three_3_syllable_words,9,trial_23,cue,籽,cue,y,2026-03-16 00:46:41
three_3_syllable_words,9,trial_24,1,银河系,word,y,2026-03-16 00:46:47
three_3_syllable_words,9,trial_24,2,反动派,word,y,2026-03-16 00:47:05
three_3_syllable_words,9,trial_24,3,国务院,word,y,2026-03-16 00:47:18
three_3_syllable_words,9,trial_24,cue,反,cue,y,2026-03-16 00:47:21
three_3_syllable_words,9,trial_25,1,普通话,word,y,2026-03-16 00:47:27
three_3_syllable_words,9,trial_25,2,灵敏度,word,n,2026-03-16 00:47:33
three_3_syllable_words,9,trial_25,3,代表团,word,y,2026-03-16 00:47:39
three_3_syllable_words,9,trial_25,cue,通,cue,y,2026-03-16 00:47:44
three_3_syllable_words,9,trial_26,1,天花板,word,y,2026-03-16 00:47:49
three_3_syllable_words,9,trial_26,2,俱乐部,word,y,2026-03-16 00:47:56
three_3_syllable_words,9,trial_26,3,太阳能,word,y,2026-03-16 00:48:02
three_3_syllable_words,9,trial_26,cue,花,cue,y,2026-03-16 00:48:06
