w1,w2,w3,,,Cue,,,,,,,,,,,,,
肥料,介绍信,乒乓球,,,乒,,fei2,liao4,jie4,shao4,xin4,ping1,pang1,qiu2,,,,,,ping1
灵魂,妙语连珠,锦标赛,,,锦,,ling2,hun2,miao4,yu3,lian2,zhu1,jin3,biao1,sai4,,,,,jin3
代表团,宇宙,电冰箱,,,电,,dai4,biao3,tuan2,yu3,zhou4,dian4,bing1,xiang1,,,,,,dian4
相对论,呼吸道,神经元,,,神,,xiang1,dui4,lun4,hu1,xi1,dao4,shen2,jing1,yuan2,,,,,shen2
银河系,扑朔迷离,主人翁,,,主,,yin2,he2,xi4,pu1,shuo4,mi2,li2,zhu3,ren2,weng1,,,,zhu3
延年益寿,童话,视网膜,,,视,,yan2,nian2,yi4,shou4,tong2,hua4,shi4,wang3,mo2,,,,,shi4
各抒己见,畜牧业,氨基酸,,,氨,,ge4,shu1,ji3,jian4,xu4,mu4,ye4,an1,ji1,suan1,,,,an1
张冠李戴,循规蹈矩,多边形,,,多,,zhang1,guan1,li3,dai4,xun2,gui1,dao3,ju3,duo1,bian1,xing2,,,duo1
居民,仓库,写字台,,,字,,ju1,min2,cang1,ku4,xie3,zi4,tai2,,,,,,,zi4
根源,公安局,价值观,,,值,,gen1,yuan2,gong1,an1,ju2,jia4,zhi2,guan1,,,,,,zhi2
观点,蝇头小利,销售额,,,售,,guan1,dian3,ying2,tou2,xiao3,li4,xiao1,shou4,e2,,,,,shou4
主人翁,技巧,宇航员,,,航,,zhu3,ren2,weng1,ji4,qiao3,yu3,hang2,yuan2,,,,,,hang2
好奇心,电冰箱,内分泌,,,分,,hao4,qi2,xin1,dian4,bing1,xiang1,nei4,fen1,mi4,,,,,fen1
视网膜,千载难逢,招待所,,,待,,shi4,wang3,mo2,qian1,zai3,nan2,feng2,zhao1,dai4,suo3,,,,dai4
掩耳盗铃,散文,葡萄糖,,,萄,,yan3,er3,dao4,ling2,san3,wen2,pu2,tao2,tang2,,,,,tao2
雪中送炭,乒乓球,俱乐部,,,乐,,xue3,zhong1,song4,tan4,ping1,pang1,qiu2,ju4,le4,bu4,,,,le4
哗众取宠,淋漓尽致,病原体,,,原,,hua2,zhong4,qu3,chong3,lin2,li2,jin4,zhi4,bing4,yuan2,ti3,,,yuan2
权威,伦理,氨基酸,,,基,,quan2,wei1,lun2,li3,an1,ji1,suan1,,,,,,,ji1
祖先,手榴弹,电冰箱,,,冰,,zu3,xian1,shou3,liu2,dan4,dian4,bing1,xiang1,,,,,,bing1
形状,含辛茹苦,天花板,,,花,,xing2,zhuang4,han2,xin1,ru2,ku3,tian1,hua1,ban3,,,,,hua1
公安局,根源,乒乓球,,,乓,,gong1,an1,ju2,gen1,yuan2,ping1,pang1,qiu2,,,,,,pang1
科学家,出版社,笔记本,,,记,,ke1,xue2,jia1,chu1,ban3,she4,bi3,ji4,ben3,,,,,ji4
变压器,煞有介事,志愿军,,,愿,,bian4,ya1,qi4,sha4,you3,jie4,shi4,zhi4,yuan4,1-6月,,,,yuan4
隔靴搔痒,灵魂,创造力,,,造,,ge2,xue1,sao1,yang3,ling2,hun2,chuang4,zao4,li4,,,,,zao4
横冲直撞,银河系,马铃薯,,,铃,,heng2,chong1,zhi2,zhuang4,yin2,he2,xi4,ma3,ling2,shu3,,,,ling2
任重道远,扬长避短,自然界,,,然,,ren4,zhong4,dao4,yuan3,yang2,chang2,bi4,duan3,zi4,ran2,jie4,,,ran2
种族,价格,障碍物,,,碍,,zhong3,zu2,jia4,ge2,zhang4,ai4,wu4,,,,,,,ai4
邮票,内分泌,银河系,,,河,,you2,piao4,nei4,fen1,mi4,yin2,he2,xi4,,,,,,he2
背影,西装革履,进行曲,,,行,,bei4,ying3,xi1,zhuang1,ge2,lv3,jin4,xing2,qu3,,,,,xing2
交响乐,蔬菜,猫头鹰,,,头,,jiao1,xiang3,yue4,shu1,cai4,mao1,tou2,ying1,,,,,,tou2
青少年,望远镜,紫外线,,,外,,qing1,shao4,nian2,wang4,yuan3,jing4,zi3,wai4,xian4,,,,,wai4
研究生,劳逸结合,录音机,,,音,,yan2,jiu1,sheng1,lao2,yi4,jie2,he2,lu4,yin1,ji1,,,,yin1
出类拔萃,肥料,介绍信,,,绍,,chu1,lei4,ba2,cui4,fei2,liao4,jie4,shao4,xin4,,,,,shao4
垂涎欲滴,视网膜,暴风雨,,,风,,chui2,xian2,yu4,di1,shi4,wang3,mo2,bao4,feng1,yu3,,,,feng1
花团锦簇,轻车熟路,望远镜,,,远,,hua1,tuan2,jin3,cu4,qing1,che1,shu2,lu4,wang4,yuan3,jing4,,,yuan3
倾家荡产,银行,基础,,,家,,qing1,jia1,dang4,chan3,yin2,hang2,ji1,chu3,,,,,,jia1
滥竽充数,线索,俱乐部,,,竽,,lan4,yu2,chong1,shu4,xian4,suo3,ju4,le4,bu4,,,,,yu2
力挽狂澜,财富,人赃俱获,,,挽,,li4,wan3,kuang2,lan2,cai2,fu4,ren2,zang1,ju4,huo4,,,,wan3
纸上谈兵,责任感,贝壳,,,上,,zhi3,shang4,tan2,bing1,ze2,ren4,gan3,bei4,ke2,,,,,shang4
刻不容缓,价值观,研究生,,,不,,ke4,bu4,rong2,huan3,jia4,zhi2,guan1,yan2,jiu1,sheng1,,,,bu4
风驰电掣,魔术师,引经据典,,,驰,,feng1,chi2,dian4,che4,mo2,shu4,shi1,yin3,jing1,ju4,dian3,,,chi2
传宗接代,巧夺天工,根源,,,宗,,chuan2,zong1,jie1,dai4,qiao3,duo2,tian1,gong1,gen1,yuan2,,,,zong1
韬光养晦,亡羊补牢,男子汉,,,光,,tao1,guang1,yang3,hui4,wang2,yang2,bu3,lao2,nan2,zi3,han4,,,guang1
细枝末节,平分秋色,纸上谈兵,,,枝,,xi4,zhi1,mo4,jie2,ping2,fen1,qiu1,se4,zhi3,shang4,tan2,bing1,,zhi1
通宵达旦,故乡,觉悟,,,宵,,tong1,xiao1,da2,dan4,gu4,xiang1,jue2,wu4,,,,,,xiao1
循规蹈矩,昆虫,相对论,,,规,,xun2,gui1,dao3,ju3,kun1,chong2,xiang1,dui4,lun4,,,,,gui1
吞云吐雾,诗歌,通宵达旦,,,云,,tun1,yun2,tu3,wu4,shi1,ge1,tong1,xiao1,da2,dan4,,,,yun2
扑朔迷离,天花板,形状,,,朔,,pu1,shuo4,mi2,li2,tian1,hua1,ban3,xing2,zhuang4,,,,,shuo4
守株待兔,铁矿石,葡萄糖,,,株,,shou3,zhu1,dai4,tu4,tie3,kuang4,shi2,pu2,tao2,tang2,,,,zhu1
品学兼优,穿山甲,浅尝辄止,,,学,,pin3,xue2,jian1,you1,chuan1,shan1,jia3,qian3,chang2,zhe2,zhi3,,,xue2
暗度陈仓,临危受命,城市,,,度,,an4,du4,chen2,cang1,lin2,wei1,shou4,ming4,cheng2,shi4,,,,du4
隔靴搔痒,横冲直撞,反动派,,,靴,,ge2,xue1,sao1,yang3,heng2,chong1,zhi2,zhuang4,fan3,dong4,pai4,,,xue1
釜底抽薪,手忙脚乱,恼羞成怒,,,底,,fu3,di3,chou1,xin1,shou3,mang2,jiao3,luan4,nao3,xiu1,cheng2,nu4,,di3
振聋发聩,界限,种族,,,聋,,zhen4,long2,fa1,kui4,jie4,xian4,zhong3,zu2,,,,,,long2
对症下药,宗旨,锦标赛,,,症,,dui4,zheng4,xia4,yao4,zong1,zhi3,jin3,biao1,sai4,,,,,zheng4
昭然若揭,郊区,对症下药,,,然,,zhao1,ran2,ruo4,jie1,jiao1,qu1,dui4,zheng4,xia4,yao4,,,,ran2
因材施教,幼儿园,邮票,,,材,,yin1,cai2,shi1,jiao4,you4,er2,yuan2,you2,piao4,,,,,cai2
名列前茅,志愿军,荧光屏,,,列,,ming2,lie4,qian2,mao2,zhi4,yuan4,1-6月,ying2,guang1,ping2,,,,lie4
浅尝辄止,单细胞,出类拔萃,,,尝,,qian3,chang2,zhe2,zhi3,dan1,xi4,bao1,chu1,lei4,ba2,cui4,,,chang2
淋漓尽致,朝气蓬勃,肥料,,,漓,,lin2,li2,jin4,zhi4,zhao1,qi4,peng2,bo2,fei2,liao4,,,,li2
扬长避短,人赃俱获,国务院,,,长,,yang2,chang2,bi4,duan3,ren2,zang1,ju4,huo4,guo2,wu4,yuan4,,,chang2
含辛茹苦,吞云吐雾,并驾齐驱,,,辛,,han2,xin1,ru2,ku3,tun1,yun2,tu3,wu4,bing4,jia4,qi2,qu1,,xin1
蛛丝马迹,根源,性别,,,马,,zhu1,si1,ma3,ji4,gen1,yuan2,xing4,bie2,,,,,,ma3
平分秋色,草原,奴隶制,,,秋,,ping2,fen1,qiu1,se4,cao3,yuan2,nu2,li4,zhi4,,,,,qiu1
劳逸结合,居民,力挽狂澜,,,结,,lao2,yi4,jie2,he2,ju1,min2,li4,wan3,kuang2,lan2,,,,jie2
手忙脚乱,荧光屏,财富,,,脚,,shou3,mang2,jiao3,luan4,ying2,guang1,ping2,cai2,fu4,,,,,jiao3
倾家荡产,党中央,直辖市,,,荡,,qing1,jia1,dang4,chan3,dang3,zhong1,yang1,zhi2,xia2,shi4,,,,dang4
并驾齐驱,灵敏度,千载难逢,,,齐,,bing4,jia4,qi2,qu1,ling2,min3,du4,qian1,zai3,nan2,feng2,,,qi2
昭然若揭,风驰电掣,词汇,,,若,,zhao1,ran2,ruo4,jie1,feng1,chi2,dian4,che4,ci2,hui4,,,,ruo4
聚精会神,身先士卒,公安局,,,会,,ju4,jing1,hui4,shen2,shen1,xian1,shi4,zu2,gong1,an1,ju2,,,hui4
恼羞成怒,传宗接代,望尘莫及,,,成,,nao3,xiu1,cheng2,nu4,chuan2,zong1,jie1,dai4,wang4,chen2,mo4,ji2,,cheng2
淋漓尽致,贝壳,价格,,,尽,,lin2,li2,jin4,zhi4,bei4,ke2,jia4,ge2,,,,,,jin4
日积月累,觉悟,穿山甲,,,月,,ri4,ji1,yue4,lei3,jue2,wu4,chuan1,shan1,jia3,,,,,yue4
掩耳盗铃,婚礼,妙语连珠,,,盗,,yan3,er3,dao4,ling2,hun1,li3,miao4,yu3,lian2,zhu1,,,,dao4
朝气蓬勃,海平面,答案,,,蓬,,zhao1,qi4,peng2,bo2,hai3,ping2,mian4,da2,an4,,,,,peng2
哗众取宠,国务院,海平面,,,取,,hua2,zhong4,qu3,chong3,guo2,wu4,yuan4,hai3,ping2,mian4,,,,qu3
任重道远,奴隶制,如虎添翼,,,道,,ren4,zhong4,dao4,yuan3,nu2,li4,zhi4,ru2,hu3,tian1,yi4,,,dao4
循规蹈矩,倾家荡产,祖先,,,蹈,,xun2,gui1,dao3,ju3,qing1,jia1,dang4,chan3,zu3,xian1,,,,dao3
望尘莫及,掩耳盗铃,紫外线,,,莫,,wang4,chen2,mo4,ji2,yan3,er3,dao4,ling2,zi3,wai4,xian4,,,mo4
纸上谈兵,热泪盈眶,手忙脚乱,,,谈,,zhi3,shang4,tan2,bing1,re4,lei4,ying2,kuang4,shou3,mang2,jiao3,luan4,,tan2
固步自封,基础,温泉,,,自,,gu4,bu4,zi4,feng1,ji1,chu3,wen1,quan2,,,,,,zi4
竭泽而渔,诗歌,高利贷,,,而,,jie2,ze2,er2,yu2,shi1,ge1,gao1,li4,dai4,,,,,er2
韬光养晦,企业,大快朵颐,,,养,,tao1,guang1,yang3,hui4,qi3,ye4,da4,kuai4,duo3,yi2,,,,yang3
出类拔萃,紫外线,常识,,,拔,,chu1,lei4,ba2,cui4,zi3,wai4,xian4,chang2,shi2,,,,,ba2
花团锦簇,招待所,普通话,,,锦,,hua1,tuan2,jin3,cu4,zhao1,dai4,suo3,pu3,tong1,hua4,,,,jin3
热泪盈眶,猫头鹰,废寝忘食,,,盈,,re4,lei4,ying2,kuang4,mao1,tou2,ying1,fei4,qin3,wang4,shi2,,,ying2
西装革履,延年益寿,皱纹,,,革,,xi1,zhuang1,ge2,lv3,yan2,nian2,yi4,shou4,zhou4,wen2,,,,ge2
张冠李戴,举世瞩目,参谋长,,,李,,zhang1,guan1,li3,dai4,ju3,shi4,zhu3,mu4,can1,mou2,zhang3,,,li3
举世瞩目,灰飞烟灭,哗众取宠,,,瞩,,ju3,shi4,zhu3,mu4,hui1,fei1,yan1,mie4,hua2,zhong4,qu3,chong3,,zhu3
滥竽充数,军队,线索,,,充,,lan4,yu2,chong1,shu4,1-6月,dui4,xian4,suo3,,,,,,chong1
含辛茹苦,价格,科学家,,,茹,,han2,xin1,ru2,ku3,jia4,ge2,ke1,xue2,jia1,,,,,ru2
如虎添翼,新闻,品学兼优,,,添,,ru2,hu3,tian1,yi4,xin1,wen2,pin3,xue2,jian1,you1,,,,tian1
跋山涉水,俱乐部,沙滩,,,涉,,ba2,shan1,she4,shui3,ju4,le4,bu4,sha1,tan1,,,,,she4
巧夺天工,太阳能,交响乐,,,天,,qiao3,duo2,tian1,gong1,tai4,yang2,neng2,jiao1,xiang3,yue4,,,,tian1
品学兼优,超声波,滥竽充数,,,兼,,pin3,xue2,jian1,you1,chao1,sheng1,bo1,lan4,yu2,chong1,shu4,,,jian1
乍暖还寒,韬光养晦,宇宙,,,还,,zha4,nuan3,huan2,han2,tao1,guang1,yang3,hui4,yu3,zhou4,,,,huan2
对症下药,望尘莫及,金黄色,,,下,,dui4,zheng4,xia4,yao4,wang4,chen2,mo4,ji2,jin1,huang2,se4,,,xia4
浅尝辄止,固步自封,吞云吐雾,,,辄,,qian3,chang2,zhe2,zhi3,gu4,bu4,zi4,feng1,tun1,yun2,tu3,wu4,,zhe2
因材施教,途径,遗嘱,,,教,,yin1,cai2,shi1,jiao4,tu2,jing4,yi2,zhu3,,,,,,jiao4
雪中送炭,常识,超声波,,,炭,,xue3,zhong1,song4,tan4,chang2,shi2,chao1,sheng1,bo1,,,,,tan4
责无旁贷,宣言,聚精会神,,,贷,,ze2,wu2,pang2,dai4,xuan1,yan2,ju4,jing1,hui4,shen2,,,,dai4
手忙脚乱,消费者,雕塑,,,乱,,shou3,mang2,jiao3,luan4,xiao1,fei4,zhe3,diao1,su4,,,,,luan4
循规蹈矩,自然界,魔术师,,,矩,,xun2,gui1,dao3,ju3,zi4,ran2,jie4,mo2,shu4,shi1,,,,ju3
淋漓尽致,神经元,延年益寿,,,致,,lin2,li2,jin4,zhi4,shen2,jing1,yuan2,yan2,nian2,yi4,shou4,,,zhi4
振聋发聩,暗度陈仓,荣誉,,,聩,,zhen4,long2,fa1,kui4,an4,du4,chen2,cang1,rong2,yu4,,,,kui4
暗度陈仓,振聋发聩,障碍物,,,仓,,an4,du4,chen2,cang1,zhen4,long2,fa1,kui4,zhang4,ai4,wu4,,,cang1
对症下药,化险为夷,风驰电掣,,,药,,dui4,zheng4,xia4,yao4,hua4,xian3,wei2,yi2,feng1,chi2,dian4,che4,,yao4
竭泽而渔,悲剧,丘陵,,,渔,,jie2,ze2,er2,yu2,bei1,ju4,qiu1,ling2,,,,,,yu2
滥竽充数,伦理,西红柿,,,数,,lan4,yu2,chong1,shu4,lun2,li3,xi1,hong2,shi4,,,,,shu4
身先士卒,背影,刻不容缓,,,卒,,shen1,xian1,shi4,zu2,bei4,ying3,ke4,bu4,rong2,huan3,,,,zu2
固步自封,西红柿,萌芽,,,封,,gu4,bu4,zi4,feng1,xi1,hong2,shi4,meng2,ya2,,,,,feng1
釜底抽薪,笔记本,消费者,,,薪,,fu3,di3,chou1,xin1,bi3,ji4,ben3,xiao1,fei4,zhe3,,,,xin1
纸上谈兵,男子汉,化险为夷,,,兵,,zhi3,shang4,tan2,bing1,nan2,zi3,han4,hua4,xian3,wei2,yi2,,,bing1
横冲直撞,照本宣科,瀑布,,,撞,,heng2,chong1,zhi2,zhuang4,zhao4,ben3,xuan1,ke1,pu4,bu4,,,,zhuang4
守株待兔,纸上谈兵,幼儿园,,,兔,,shou3,zhu1,dai4,tu4,zhi3,shang4,tan2,bing1,you4,er2,yuan2,,,tu4
煞有介事,对症下药,言简意赅,,,事,,sha4,you3,jie4,shi4,dui4,zheng4,xia4,yao4,yan2,jian3,yi4,gai1,,shi4
阶层,乍暖还寒,军队,,,乍,,jie1,ceng2,zha4,nuan3,huan2,han2,1-6月,dui4,,,,,,zha4
诗歌,引经据典,变压器,,,引,,shi1,ge1,yin3,jing1,ju4,dian3,bian4,ya1,qi4,,,,,yin3
生活,灰飞烟灭,逍遥法外,,,灰,,sheng1,huo2,hui1,fei1,yan1,mie4,xiao1,yao2,fa3,wai4,,,,hui1
介绍信,平分秋色,悲剧,,,平,,jie4,shao4,xin4,ping2,fen1,qiu1,se4,bei1,ju4,,,,,ping2
猫头鹰,运筹帷幄,主人翁,,,运,,mao1,tou2,ying1,yun4,chou2,wei2,wo4,zhu3,ren2,weng1,,,,yun4
单细胞,稍纵即逝,韬光养晦,,,稍,,dan1,xi4,bao1,shao1,zong4,ji2,shi4,tao1,guang1,yang3,hui4,,,shao1
恼羞成怒,大快朵颐,条款,,,大,,nao3,xiu1,cheng2,nu4,da4,kuai4,duo3,yi2,tiao2,kuan3,,,,da4
千载难逢,名列前茅,出版社,,,名,,qian1,zai3,nan2,feng2,ming2,lie4,qian2,mao2,chu1,ban3,she4,,,ming2
心血来潮,热泪盈眶,暗度陈仓,,,热,,xin1,xue4,lai2,chao2,re4,lei4,ying2,kuang4,an4,du4,chen2,cang1,,re4
沙滩,恼羞成怒,羽毛,,,恼,,sha1,tan1,nao3,xiu1,cheng2,nu4,yu3,mao2,,,,,,nao3
草原,手忙脚乱,马铃薯,,,手,,cao3,yuan2,shou3,mang2,jiao3,luan4,ma3,ling2,shu3,,,,,shou3
技巧,逍遥法外,煞有介事,,,逍,,ji4,qiao3,xiao1,yao2,fa3,wai4,sha4,you3,jie4,shi4,,,,xiao1
俱乐部,跋山涉水,阶层,,,跋,,ju4,le4,bu4,ba2,shan1,she4,shui3,jie1,ceng2,,,,,ba2
宇航员,通宵达旦,淋巴结,,,通,,yu3,hang2,yuan2,tong1,xiao1,da2,dan4,lin2,ba1,jie2,,,,tong1
幼儿园,出类拔萃,扬长避短,,,出,,you4,er2,yuan2,chu1,lei4,ba2,cui4,yang2,chang2,bi4,duan3,,,chu1
身先士卒,垂涎欲滴,伦理,,,垂,,shen1,xian1,shi4,zu2,chui2,xian2,yu4,di1,lun2,li3,,,,chui2
望尘莫及,隔靴搔痒,催化剂,,,隔,,wang4,chen2,mo4,ji2,ge2,xue1,sao1,yang3,cui1,hua4,ji4,,,ge2
稍纵即逝,延年益寿,传宗接代,,,延,,shao1,zong4,ji2,shi4,yan2,nian2,yi4,shou4,chuan2,zong1,jie1,dai4,,yan2
规则,品学兼优,故乡,,,品,,gui1,ze2,pin3,xue2,jian1,you1,gu4,xiang1,,,,,,pin3
婚礼,韬光养晦,销售额,,,韬,,hun1,li3,tao1,guang1,yang3,hui4,xiao1,shou4,e2,,,,,tao1
环境,守株待兔,举世瞩目,,,守,,huan2,jing4,shou3,zhu1,dai4,tu4,ju3,shi4,zhu3,mu4,,,,shou3
太阳能,雪中送炭,走廊,,,雪,,tai4,yang2,neng2,xue3,zhong1,song4,tan4,zou3,lang2,,,,,xue3
同位素,浅尝辄止,好奇心,,,浅,,tong2,wei4,su4,qian3,chang2,zhe2,zhi3,hao4,qi2,xin1,,,,qian3
写字台,对症下药,蝇头小利,,,对,,xie3,zi4,tai2,dui4,zheng4,xia4,yao4,ying2,tou2,xiao3,li4,,,dui4
吞云吐雾,淋漓尽致,规则,,,淋,,tun1,yun2,tu3,wu4,lin2,li2,jin4,zhi4,gui1,ze2,,,,lin2
亡羊补牢,因材施教,灵敏度,,,因,,wang2,yang2,bu3,lao2,yin1,cai2,shi1,jiao4,ling2,min3,du4,,,yin1
蝇头小利,朝气蓬勃,竭泽而渔,,,朝,,ying2,tou2,xiao3,li4,zhao1,qi4,peng2,bo2,jie2,ze2,er2,yu2,,zhao1
汉字,振聋发聩,流派,,,发,,han4,zi4,zhen4,long2,fa1,kui4,liu2,pai4,,,,,,fa1
贝壳,垂涎欲滴,会议室,,,欲,,bei4,ke2,chui2,xian2,yu4,di1,hui4,yi4,shi4,,,,,yu4
途径,煞有介事,平分秋色,,,介,,tu2,jing4,sha4,you3,jie4,shi4,ping2,fen1,qiu1,se4,,,,jie4
进行曲,暗度陈仓,宗旨,,,陈,,jin4,xing2,qu3,an4,du4,chen2,cang1,zong1,zhi3,,,,,chen2
手榴弹,按部就班,同位素,,,就,,shou3,liu2,dan4,an4,bu4,jiu4,ban1,tong2,wei4,su4,,,,jiu4
创造力,横冲直撞,轻车熟路,,,直,,chuang4,zao4,li4,heng2,chong1,zhi2,zhuang4,qing1,che1,shu2,lu4,,,zhi2
名列前茅,扑朔迷离,契约,,,迷,,ming2,lie4,qian2,mao2,pu1,shuo4,mi2,li2,qi4,yue1,,,,mi2
并驾齐驱,蝇头小利,工艺品,,,小,,bing4,jia4,qi2,qu1,ying2,tou2,xiao3,li4,gong1,yi4,pin3,,,xiao3
大快朵颐,扬长避短,含辛茹苦,,,避,,da4,kuai4,duo3,yi2,yang2,chang2,bi4,duan3,han2,xin1,ru2,ku3,,bi4
条款,雪中送炭,汉字,,,送,,tiao2,kuan3,xue3,zhong1,song4,tan4,han4,zi4,,,,,,song4
散文,心血来潮,多边形,,,来,,san3,wen2,xin1,xue4,lai2,chao2,duo1,bian1,xing2,,,,,lai2
荣誉,运筹帷幄,乍暖还寒,,,帷,,rong2,yu4,yun4,chou2,wei2,wo4,zha4,nuan3,huan2,han2,,,,wei2
图书馆,守株待兔,榜样,,,待,,tu2,shu1,guan3,shou3,zhu1,dai4,tu4,bang3,yang4,,,,,dai4
自然界,开诚布公,重要性,,,布,,zi4,ran2,jie4,kai1,cheng2,bu4,gong1,zhong4,yao4,xing4,,,,bu4
婚姻法,人赃俱获,任重道远,,,俱,,hun1,yin1,fa3,ren2,zang1,ju4,huo4,ren4,zhong4,dao4,yuan3,,,ju4
照本宣科,逍遥法外,环境,,,法,,zhao4,ben3,xuan1,ke1,xiao1,yao2,fa3,wai4,huan2,jing4,,,,fa3
细枝末节,废寝忘食,自然界,,,忘,,xi4,zhi1,mo4,jie2,fei4,qin3,wang4,shi2,zi4,ran2,jie4,,,wang4
随波逐流,妙语连珠,雪中送炭,,,连,,sui2,bo1,zhu2,liu2,miao4,yu3,lian2,zhu1,xue3,zhong1,song4,tan4,,lian2
温泉,通宵达旦,玩具,,,达,,wen1,quan2,tong1,xiao1,da2,dan4,wan2,ju4,,,,,,da2
契约,言简意赅,太阳能,,,意,,qi4,yue1,yan2,jian3,yi4,gai1,tai4,yang2,neng2,,,,,yi4
性别,临危受命,照本宣科,,,受,,xing4,bie2,lin2,wei1,shou4,ming4,zhao4,ben3,xuan1,ke1,,,,shou4
呼吸道,隔靴搔痒,宣言,,,搔,,hu1,xi1,dao4,ge2,xue1,sao1,yang3,xuan1,yan2,,,,,sao1
工艺品,责无旁贷,进行曲,,,旁,,gong1,yi4,pin3,ze2,wu2,pang2,dai4,jin4,xing2,qu3,,,,pang2
淋巴结,病入膏肓,昭然若揭,,,膏,,lin2,ba1,jie2,bing4,ru4,gao1,huang1,zhao1,ran2,ruo4,jie1,,,gao1
临危受命,釜底抽薪,郊区,,,抽,,lin2,wei1,shou4,ming4,fu3,di3,chou1,xin1,jiao1,qu1,,,,chou1
扬长避短,当机立断,方程式,,,立,,yang2,chang2,bi4,duan3,dang1,ji1,li4,duan4,fang1,cheng2,shi4,,,li4
责无旁贷,稍纵即逝,细枝末节,,,即,,ze2,wu2,pang2,dai4,shao1,zong4,ji2,shi4,xi4,zhi1,mo4,jie2,,ji2
技巧,随波逐流,香烟,,,逐,,ji4,qiao3,sui2,bo1,zhu2,liu2,xiang1,yan1,,,,,,zhu2
羽毛,照本宣科,单细胞,,,宣,,yu3,mao2,zhao4,ben3,xuan1,ke1,dan1,xi4,bao1,,,,,xuan1
企业,轻车熟路,守株待兔,,,熟,,qi3,ye4,qing1,che1,shu2,lu4,shou3,zhu1,dai4,tu4,,,,shu2
病原体,千载难逢,课程,,,难,,bing4,yuan2,ti3,qian1,zai3,nan2,feng2,ke4,cheng2,,,,,nan2
出版社,海市蜃楼,神经元,,,蜃,,chu1,ban3,she4,hai3,shi4,shen4,lou2,shen2,jing1,yuan2,,,,shen4
志愿军,模棱两可,临危受命,,,两,,zhi4,yuan4,1-6月,mo2,leng2,liang3,ke3,lin2,wei1,shou4,ming4,,,liang3
跋山涉水,化险为夷,权威,,,为,,ba2,shan1,she4,shui3,hua4,xian3,wei2,yi2,quan2,wei1,,,,wei2
当机立断,刻不容缓,铁矿石,,,容,,dang1,ji1,li4,duan4,ke4,bu4,rong2,huan3,tie3,kuang4,shi2,,,rong2
扑朔迷离,因材施教,随波逐流,,,施,,pu1,shuo4,mi2,li2,yin1,cai2,shi1,jiao4,sui2,bo1,zhu2,liu2,,shi1
生活,乍暖还寒,尊严,,,寒,,sheng1,huo2,zha4,nuan3,huan2,han2,zun1,yan2,,,,,,han2
尊严,风驰电掣,猫头鹰,,,掣,,zun1,yan2,feng1,chi2,dian4,che4,mao1,tou2,ying1,,,,,che4
诗歌,名列前茅,刻不容缓,,,茅,,shi1,ge1,ming2,lie4,qian2,mao2,ke4,bu4,rong2,huan3,,,,mao2
男子汉,跋山涉水,范围,,,水,,nan2,zi3,han4,ba2,shan1,she4,shui3,fan4,wei2,,,,,shui3
灵敏度,稍纵即逝,创造力,,,逝,,ling2,min3,du4,shao1,zong4,ji2,shi4,chuang4,zao4,li4,,,,shi4
内分泌,大快朵颐,纸上谈兵,,,颐,,nei4,fen1,mi4,da4,kuai4,duo3,yi2,zhi3,shang4,tan2,bing1,,,yi2
力挽狂澜,海市蜃楼,途径,,,楼,,li4,wan3,kuang2,lan2,hai3,shi4,shen4,lou2,tu2,jing4,,,,lou2
传宗接代,品学兼优,责任感,,,优,,chuan2,zong1,jie1,dai4,pin3,xue2,jian1,you1,ze2,ren4,gan3,,,you1
废寝忘食,逍遥法外,手忙脚乱,,,外,,fei4,qin3,wang4,shi2,xiao1,yao2,fa3,wai4,shou3,mang2,jiao3,luan4,,wai4
阶层,言简意赅,修养,,,赅,,jie1,ceng2,yan2,jian3,yi4,gai1,xiu1,yang3,,,,,,gai1
名称,张冠李戴,党中央,,,戴,,ming2,cheng1,zhang1,guan1,li3,dai4,dang3,zhong1,yang1,,,,,dai4
财富,花团锦簇,煞有介事,,,簇,,cai2,fu4,hua1,tuan2,jin3,cu4,sha4,you3,jie4,shi4,,,,cu4
天花板,出类拔萃,婚礼,,,萃,,tian1,hua1,ban3,chu1,lei4,ba2,cui4,hun1,li3,,,,,cui4
招待所,力挽狂澜,直辖市,,,澜,,zhao1,dai4,suo3,li4,wan3,kuang2,lan2,zhi2,xia2,shi4,,,,lan2
氨基酸,垂涎欲滴,海市蜃楼,,,滴,,an1,ji1,suan1,chui2,xian2,yu4,di1,hai3,shi4,shen4,lou2,,,di1
人赃俱获,含辛茹苦,商店,,,苦,,ren2,zang1,ju4,huo4,han2,xin1,ru2,ku3,shang1,dian4,,,,ku3
病入膏肓,心血来潮,录音机,,,潮,,bing4,ru4,gao1,huang1,xin1,xue4,lai2,chao2,lu4,yin1,ji1,,,chao2
海市蜃楼,刻不容缓,滥竽充数,,,缓,,hai3,shi4,shen4,lou2,ke4,bu4,rong2,huan3,lan4,yu2,chong1,shu4,,huan3
丘陵,邮票,花团锦簇,,,花,,qiu1,ling2,you2,piao4,hua1,tuan2,jin3,cu4,,,,,,hua1
萌芽,主人翁,模棱两可,,,模,,meng2,ya2,zhu3,ren2,weng1,mo2,leng2,liang3,ke3,,,,,mo2
玩具,废寝忘食,扬长避短,,,扬,,wan2,ju4,fei4,qin3,wang4,shi2,yang2,chang2,bi4,duan3,,,,yang2
